key	text	tooltip
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_tze_tzeentch_2SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_tze_tzeentch_2THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_tze_tzeentch_2FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_dlc03_sc_bst_beastmen_2FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_dlc03_sc_bst_beastmen_2SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_dlc03_sc_bst_beastmen_2THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_dlc03_sc_bst_beastmen_2FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_dlc03_sc_bst_beastmen_2FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_dlc03_sc_bst_beastmen_2SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_dlc03_sc_bst_beastmen_2THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_dlc03_sc_bst_beastmen_2FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_dlc05_sc_wef_wood_elves_2FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_dlc05_sc_wef_wood_elves_2SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_dlc05_sc_wef_wood_elves_2THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_dlc05_sc_wef_wood_elves_2FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_dlc05_sc_wef_wood_elves_2FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_dlc05_sc_wef_wood_elves_2SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_dlc05_sc_wef_wood_elves_2THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_dlc05_sc_wef_wood_elves_2FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_dlc08_sc_nor_norsca_2FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_dlc08_sc_nor_norsca_2SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_dlc08_sc_nor_norsca_2THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_dlc08_sc_nor_norsca_2FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_dlc08_sc_nor_norsca_2FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_dlc08_sc_nor_norsca_2SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_dlc08_sc_nor_norsca_2THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_dlc08_sc_nor_norsca_2FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_brt_bretonnia_2FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_brt_bretonnia_2SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_brt_bretonnia_2THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_brt_bretonnia_2FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_brt_bretonnia_2FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_brt_bretonnia_2SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_brt_bretonnia_2THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_brt_bretonnia_2FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_chs_chaos_2FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_chs_chaos_2SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_chs_chaos_2THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_chs_chaos_2FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_chs_chaos_2FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_chs_chaos_2SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_chs_chaos_2THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_chs_chaos_2FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_dwf_dwarfs_2FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_dwf_dwarfs_2SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_dwf_dwarfs_2THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_dwf_dwarfs_2FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_dwf_dwarfs_2FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_dwf_dwarfs_2SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_dwf_dwarfs_2THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_dwf_dwarfs_2FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_emp_empire_2FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_emp_empire_2SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_emp_empire_2THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_emp_empire_2FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_emp_empire_2FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_emp_empire_2SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_emp_empire_2THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_emp_empire_2FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_grn_greenskins_2FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_grn_greenskins_2SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_grn_greenskins_2THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_grn_greenskins_2FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_grn_greenskins_2FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_grn_greenskins_2SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_grn_greenskins_2THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_grn_greenskins_2FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_grn_savage_orcs_2FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_grn_savage_orcs_2SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_grn_savage_orcs_2THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_grn_savage_orcs_2FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_grn_savage_orcs_2FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_grn_savage_orcs_2SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_grn_savage_orcs_2THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_grn_savage_orcs_2FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_teb_teb_2FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_teb_teb_2SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_teb_teb_2THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_teb_teb_2FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_teb_teb_2FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_teb_teb_2SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_teb_teb_2THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_teb_teb_2FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_vmp_vampire_counts_2FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_vmp_vampire_counts_2SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_vmp_vampire_counts_2THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh_main_sc_vmp_vampire_counts_2FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_vmp_vampire_counts_2FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_vmp_vampire_counts_2SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_vmp_vampire_counts_2THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh_main_sc_vmp_vampire_counts_2FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_3FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_3SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_3THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_3FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_3FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_3SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_3THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_3FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_dlc11_sc_cst_vampire_coast_3FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_dlc11_sc_cst_vampire_coast_3SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_dlc11_sc_cst_vampire_coast_3THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_dlc11_sc_cst_vampire_coast_3FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_dlc11_sc_cst_vampire_coast_3FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_dlc11_sc_cst_vampire_coast_3SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_dlc11_sc_cst_vampire_coast_3THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_dlc11_sc_cst_vampire_coast_3FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_rogue_3FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_rogue_3SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_rogue_3THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_rogue_3FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_rogue_3FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_rogue_3SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_rogue_3THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_rogue_3FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_rogue_chaos_3FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_rogue_chaos_3SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_rogue_chaos_3THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_rogue_chaos_3FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_rogue_chaos_3FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_rogue_chaos_3SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_rogue_chaos_3THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_rogue_chaos_3FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_def_dark_elves_3FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_def_dark_elves_3SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_def_dark_elves_3THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_def_dark_elves_3FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_def_dark_elves_3FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_def_dark_elves_3SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_def_dark_elves_3THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_def_dark_elves_3FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_hef_high_elves_3FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_hef_high_elves_3SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_hef_high_elves_3THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_hef_high_elves_3FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_hef_high_elves_3FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_hef_high_elves_3SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_hef_high_elves_3THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_hef_high_elves_3FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_lzd_lizardmen_3FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_lzd_lizardmen_3SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_lzd_lizardmen_3THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_lzd_lizardmen_3FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_lzd_lizardmen_3FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_lzd_lizardmen_3SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_lzd_lizardmen_3THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_lzd_lizardmen_3FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_skv_skaven_3FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_skv_skaven_3SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_skv_skaven_3THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh2_main_sc_skv_skaven_3FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_skv_skaven_3FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_skv_skaven_3SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_skv_skaven_3THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh2_main_sc_skv_skaven_3FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_cth_cathay_3FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_cth_cathay_3SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_cth_cathay_3THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_cth_cathay_3FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_cth_cathay_3FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_cth_cathay_3SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_cth_cathay_3THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_cth_cathay_3FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_dae_daemons_3FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_dae_daemons_3SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_dae_daemons_3THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_dae_daemons_3FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_dae_daemons_3FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_dae_daemons_3SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_dae_daemons_3THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_dae_daemons_3FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_kho_khorne_3FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_kho_khorne_3SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_kho_khorne_3THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_kho_khorne_3FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_kho_khorne_3FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_kho_khorne_3SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_kho_khorne_3THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_kho_khorne_3FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_ksl_kislev_3FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_ksl_kislev_3SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_ksl_kislev_3THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_ksl_kislev_3FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_ksl_kislev_3FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_ksl_kislev_3SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_ksl_kislev_3THIRD	Put them out of their misery!	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_ksl_kislev_3FOURTH	This is not the time. Delay your decision for 25 turns.	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_nur_nurgle_3FIRST	Accept refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_nur_nurgle_3SECOND	Reject refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_nur_nurgle_3THIRD	Kill refugees	true
cdir_events_dilemma_choice_details_localised_choice_label_sm0_rd_wh3_main_sc_nur_nurgle_3FOURTH	Delay your decision	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_nur_nurgle_3FIRST	All immortal lords and heroes will join your cause. But in turn you will discover the very factions that lead to their demise.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_nur_nurgle_3SECOND	Chase them away and they will join a rival faction and you might meet again... on the fields of battle.	true
cdir_events_dilemma_choice_details_localised_choice_title_sm0_rd_wh3_main_sc_nur_nurgle_3THIRD	Put them out of their misery!	true
